Topic Number,Score,Documents
129,0.00166073546856465,391332    709451    720415    725186    757243    789577    866544
130,0.0011862396204033216,144517    163912    246274    422982    833173
131,0.01043890865954923,116173    119271    183736    201178    207460    314759    388873    408843    473232    474297    479536    487347    513118    52140    522056    53894    541491    560356    564647    567167    59333    599103    604757    684877    685313    722875    730719    732565    738806    758872    790125    790839    797676    808663    813871    816069    822115    826922    826940    834419    839661    852154    857180    881851
132,0.006405693950177936,122658    138916    158805    175952    184267    255186    334794    348124    388024    408533    418611    447689    479199    524480    538104    556270    663552    666614    718238    722491    737727    738500    739936    778055    833264    846619    881628
133,0.0011862396204033216,245508    746857    800568    838654    876781
134,0.002135231316725979,15820    187784    239401    279240    725647    772053    830924    831202    862482
135,0.008540925266903915,171956    228701    269349    285843    286369    299191    319285    331877    350323    355547    359835    408876    441064    442244    466678    473610    578225    57985    623066    642926    664982    666827    669856    686015    737450    738492    750556    751702    81408    817006    828002    852148    85956    867958    873258    96677
136,0.01494661921708185,106008    11028    124003    127416    132892    141532    152492    153546    166192    213668    213758    217178    225164    229920    24593    273097    285283    297900    299322    312764    314759    332785    359476    363640    364186    373172    400064    400797    440614    440935    459617    512600    51295    541229    546469    549268    563130    568780    570166    573933    582510    591546    597550    603904    609863    620197    620493    624790    644409    693049    75263    792274    816069    827823    828798    836445    849815    880243    882212    884056    885196    93677    95285
137,0.002135231316725979,216411    221337    444920    505521    517382    61423    686024    789630    868252
138,0.020403321470937128,102030    105434    137075    155190    182665    184913    19561    202095    225164    230659    232466    244310    245508    251634    254441    25643    260501    269853    280350    285301    291831    297980    322116    342483    345640    347844    352541    363400    401427    407293    430632    437202    437317    441589    442630    446195    472642    498891    504446    506668    522341    526149    529493    538032    541229    547788    548047    548936    556093    563545    577863    578479    587579    591855    594098    595077    610048    620493    627830    631154    64791    671058    68074    686978    708374    716640    736487    737727    739301    743575    758165    759879    772385    787148    801093    809532    816069    8328    833264    837139    841803    853862    868390    876886    881027    95059
139,0.004033214709371293,592834    647005    715840    768808    771350    785776    792873    802507    807108    834419    851595    857072    858309    871721    872282    874558    881851
140,0.007829181494661922,216209    225188    255934    277209    302356    336132    380867    382281    447586    453759    462839    463397    463587    516838    517568    556278    576733    619467    623946    629709    638201    656269    683776    736453    738648    758165    76674    814268    817356    817565    835645    855475    884250
141,0.0011862396204033216,277129    339324    355789    517937    671058
142,0.0007117437722419929,355257    450356    513005
143,0.0030842230130486356,282030    316765    360194    373627    614245    688748    728202    732338    732395    734985    797039    879325    96677
144,0.0037959667852906285,102449    162300    256426    327644    363640    423761    442052    451572    52872    530867    56850    593913    602248    623946    641290    78707
145,0.013048635824436536,112457    11985    143969    152702    154439    16193    202891    204762    206978    212400    273584    278891    282101    290810    302080    342483    349841    351476    365621    392266    398478    434651    437841    445266    445907    449521    462683    475807    48180    513795    517015    52140    522341    529772    542089    549645    556762    594255    626494    631123    631702    638257    64426    661300    698822    727944    74045    744090    744352    780674    787538    802934    810885    825296    840186
146,0.0018979833926453143,216212    237733    294428    306125    45401    591843    717501    779433
147,0.009015421115065243,110678    113776    124668    129673    157553    196951    238145    249671    253674    278504    278699    286814    335736    342066    376238    399514    454742    457657    469711    473998    526149    533936    562724    564800    615386    636412    636901    645609    650066    696266    696644    71433    725407    733082    735032    774022    831130    836376
148,0.0014234875444839859,399343    500902    617582    620066    711472    732957
149,0.01589561091340451,118984    136500    138790    14012    151479    156622    171956    180773    193100    233825    258595    278710    303429    304983    322870    328263    335736    347733    376719    388959    389166    408843    415464    423761    433263    434651    434723    446883    454742    470007    470664    482574    496385    500080    509603    514488    522515    525610    526674    577047    586539    586648    59253    592976    611691    61334    647153    65255    65728    673250    679803    684762    686792    686978    702544    71433    716412    742117    754830    754860    807533    819666    826606    837758    846841    873784    94466
150,0.002372479240806643,261517    376238    450068    463170    471317    661826    770984    815777    856516    86737
151,0.00023724792408066428,782421
152,0.008066429418742586,105434    140168    160108    188615    217192    246522    253236    299529    305311    308503    308897    32420    335956    347844    442063    469949    474367    490934    503926    517015    534638    546921    548047    554847    561285    648219    706610    7263    747740    787428    798585    832691    850629    9691
153,0.0007117437722419929,360002    840465    881478
154,0.02372479240806643,106980    115923    118984    122929    12296    129582    141532    148524    16193    180937    181936    183067    188128    188940    192654    195278    20840    212400    218201    220617    230561    232240    234025    234970    24428    249046    249671    262364    266717    279240    285843    289346    299904    312655    327993    328128    34141    343031    345894    350571    352755    35368    355731    361784    362020    363093    363511    379316    390464    401339    405198    419722    422737    422800    425013    43342    441043    444253    445118    44549    445907    44704    47050    496527    521287    527243    530106    559658    58124    586200    588164    599728    610485    611691    612781    653285    655623    65807    661300    68074    686792    714458    7263    732338    738492    755266    758872    764677    771736    772166    802541    81408    8328    847916    848744    866241    885977    93042    98881    99908
155,0.002372479240806643,11985    133125    26430    270511    292723    316765    441421    504384    558957    570485
156,0.0009489916963226571,254591    298320    442081    655935
157,0.0018979833926453143,221874    307618    400282    54380    631456    86204    863055    881376
158,0.013048635824436536,101395    122470    134232    165033    182688    187784    200585    207356    235535    248918    253236    261226    264078    330546    357918    359831    361541    398610    399747    402452    408533    410527    419722    431094    455407    473953    477590    487864    488572    490950    494691    501482    505324    520147    520159    522546    553900    554847    569861    59270    593752    64355    674388    690464    690493    69786    723021    735029    742458    743341    758319    760173    78286    798361    806122
159,0.011150652431791221,103293    111589    131600    135808    137656    175918    201178    223709    252934    351423    36554    380157    416908    430632    473639    480042    504369    520147    520159    52140    599177    607757    61774    624790    642048    671058    697104    72370    729996    732395    741303    745552    747740    758504    790125    805622    813532    816619    839581    840832    841549    845353    852154    85956    867958    874157    96720
160,0.0035587188612099642,122156    12688    15106    163167    184035    273584    3393    410536    478557    499155    54096    543750    595144    774867    787148
161,0.0028469750889679717,147820    242972    355547    397693    412369    421599    473854    498758    527243    662676    807356    812192
162,0.019454329774614473,105594    105956    116173    11892    134920    135365    135808    140168    142452    147300    148469    155288    188615    192134    196843    204995    214745    216368    220189    221514    225375    229003    239255    239627    257407    286322    29566    297189    301180    332948    343001    348124    357296    360043    366324    412719    416550    421599    435883    444253    44704    470386    492966    506340    508289    525788    54096    565417    578407    579276    58124    586648    592406    592834    615160    629828    644878    655623    669538    681282    684877    685043    693049    697104    723593    724159    72681    727646    734834    751702    764354    78286    796339    79712    828002    835926    854665    855442    862451    871410    873054    876595
163,0.0009489916963226571,158484    754860    762044    868074
164,0.0026097271648873074,412202    695476    744247    751494    760383    762044    793248    823440    858843    872703    879975
165,0.0009489916963226571,119475    307392    407996    853430
166,0.0011862396204033216,483829    494756    673542    762407    835391
167,0.00023724792408066428,477724
168,0.002135231316725979,361799    515334    589223    620053    723775    742275    744847    820828    862857
169,0.010913404507710557,133125    137669    163412    16983    177330    202247    210982    212120    212909    220189    220617    230515    315009    315550    339078    362755    380196    381353    390464    392266    399890    439456    449521    472703    513587    52124    533186    54096    546826    558944    564639    584402    586648    595144    626846    642960    661342    736617    788556    807842    822292    834419    840181    874294    95435    96612
